Reviewed,Reviewer,Date,Content
143760,30448,Jul 10 2020,"
 Robot Olympics Game 
"
143761,116349,Jul 10 2020,"
A survey about university grading systems
"
143762,114443,Jul 10 2020,"
Instagram Image Study(~ 15 minutes)
"
143763,114443,Jul 10 2020,"
Answer a survey about golf perceptions &amp; performance
"
143764,114443,Jul 10 2020,"
Screening survey for a COVID-19 project
"
143765,114443,Jul 10 2020,"
Questionnaire About Your Career for 10 cents(~ 1 minutes)
"
143766,24301,Jul 10 2020,"
Sentiment Labeling (10-20 minutes to complete)
"
143767,57350,Jul 10 2020,"
5-minute research survey for $1 plus chance for bonus pay(~ 5 minutes)
"
143768,97765,Jul 10 2020,"
Answer a survey about social networks
"
143769,135617,Jul 10 2020,"
Answer a questionnaire about your thoughts and feelings
"
143770,90240,Jul 10 2020,"
Which is more interesting?
"
143771,97765,Jul 10 2020,"
Answer a survey about strategies to combat Covid-19 pandemic
"
143772,90240,Jul 10 2020,"
Perceptions of Groups(~ 5 minutes)
"
143773,97765,Jul 10 2020,"
Corporate Concepts Survey
"
143774,7359,Jul 10 2020,"
Mutual Fund Decisions
"
143775,76066,Jul 10 2020,"
Why People Experience Repetitive Thinking(~ 30 minutes)
"
143776,10866,Jul 10 2020,"
5-minute research survey for $1 plus chance for bonus pay(~ 5 minutes)
"
143777,10866,Jul 10 2020,"
Attitudes about legal rules(~ 10 minutes)
"
143778,97765,Jul 10 2020,"
Give feedback on our COVID-19 question answering system
"
143779,114443,Jul 10 2020,"
The effect of captions on perceived speaker tone on short phone calls.
"
143780,116349,Jul 10 2020,"
5-minute research survey for $1 plus chance for bonus pay(~ 5 minutes)
"
143781,54142,Jul 10 2020,"
Please classify the image pairs
"
143782,56633,Jul 10 2020,"
5-minute research survey for $1 plus chance for bonus pay(~ 5 minutes)
"
143783,114443,Jul 10 2020,"
Survey on Coronavirus Behaviors
"
143784,56780,Jul 10 2020,"
Brand/Corporate Communication on Instagram
"
143785,137116,Jul 10 2020,"
Why People Experience Repetitive Thinking(~ 30 minutes)
"
143786,13973,Jul 10 2020,"
Complex memory task of orientation (Use Chrome to complete the task)
"
143787,96871,Jul 10 2020,"
What type of eCommerce website is this?
"
143788,97765,Jul 10 2020,"
Economic Experiment (20-30 minutes) + Bonuses
"
143789,40269,Jul 10 2020,"
Evaluate Video by Quality
"
143790,101853,Jul 10 2020,"
Research Study on Crowdfunding [20-30 Minutes to complete]
"
143791,51,Jul 10 2020,"
Read two texts (6min) and answer questions
"
143792,41270,Jul 10 2020,"
Does this news headline Name a Company that is experiencing job cuts or layoffs?
"
143793,137101,Jul 10 2020,"
Answer a few high school math questions
"
143794,136636,Jul 09 2020,"
Survey on Privacy Concerns from Smart Home Devices
"
143795,109202,Jul 09 2020,"
Market Research Study on Book Publishing
"
143796,97110,Jul 09 2020,"
Survey on Coronavirus Behaviors
"
143797,109202,Jul 09 2020,"
Help kids understand news stories: check &amp; rate content!
"
143798,109202,Jul 09 2020,"
Craigslist - Phone number
"
143799,96453,Jul 09 2020,"
Document checking approval (vehicle insurance)
"
143800,90240,Jul 09 2020,"
Determine the country location and contact email of a fashion brand from a website
"
143801,48883,Jul 09 2020,"
Cues in the Perception of Translucent Objects 
"
143802,114443,Jul 09 2020,"
Native speakers of American English, LISTEN TO and TRANSCRIBE 40 short phrase audio files.(20200709_PN_trans)
"
143803,44995,Jul 09 2020,"
Signatures(~ 5 minutes)
"
143804,114443,Jul 09 2020,"
COVID-19 Survey (20-30 minutes to complete) (~ 25 minutes)
"
143805,133711,Jul 09 2020,"
study concerning working from home
"
143806,29307,Jul 09 2020,"
Cognition and Communication Study(~ 35 minutes)
"
143807,72731,Jul 09 2020,"
Please answer a short opinion survey on current political issues
"
143808,50498,Jul 09 2020,"
What type of eCommerce website is this?
"
143809,10866,Jul 09 2020,"
Answer a survey about distracted walking behavior (~25 min) ??UF HSE Lab - $4 USD ??(MASTERS; Age is over 18; Location is USA)
"
143810,35193,Jul 09 2020,"
We want your opinions on the economy
"
143811,35193,Jul 09 2020,"
Judgment study (10 mins, $0.70 + $0.80 bonus opportunity)(~ 10 minutes)
"
143812,97765,Jul 09 2020,"
We want your opinions on the economy
"
143813,97765,Jul 09 2020,"
Decisions Study(~ 5 minutes)
"
143814,126023,Jul 09 2020,"
Decision-Making Task(~ 8 minutes)
"
143815,63839,Jul 09 2020,"
Complete an interesting academic research study! (12 minutes)(~ 12 minutes)
"
143816,31284,Jul 09 2020,"
Small usability task &amp; feedback on a website/app prototype. (~11 minute)
"
143817,13973,Jul 09 2020,"
Choose 3 best hashtags for article
"
143818,11598,Jul 09 2020,"
Shape Reaction Time Game(~ 30 minutes) - $3.50
"
143819,56780,Jul 09 2020,"
 Experience Study(~ 7 minutes)
"
143820,31178,Jul 09 2020,"
Thoughts and intentions on civic activities(~ 3 minutes)
"
143821,136611,Jul 09 2020,"
Self exploration task
"
143822,109202,Jul 09 2020,"
Health and General Literacy Survey
"
143823,54920,Jul 09 2020,"
(~25 minutes) Solving Math Problems and Assist Researchers With Study Materials (Bonus based on performance)
"
143824,114443,Jul 09 2020,"
Foreign Policy Perceptions Survey(~ 6 minutes)
"
143825,118914,Jul 09 2020,"
A 30 minute survey about sit-stand desks.
"
143826,35193,Jul 09 2020,"
Visual Perception Test - answer a survey
"
143827,35193,Jul 09 2020,"
Assorted Cognitive Tasks
"
143828,96716,Jul 09 2020,"
Minorities' opinions on current social issues
"
143829,114072,Jul 09 2020,"
Complex Word Identification
"
143830,35193,Jul 09 2020,"
Are men and women perceived equally when using career adaptable behaviors?
"
143831,16963,Jul 09 2020,"
Answer a survey about posts on Instagram
"
143832,35193,Jul 09 2020,"
Rate sentences
"
143833,66688,Jul 09 2020,"
Label data from Companies House
"
143834,97765,Jul 09 2020,"
Read two stories (5 min) and provide opinion
"
143835,96716,Jul 09 2020,"
Learn a matching algorithm (~25 Mins) | A
"
143836,90240,Jul 09 2020,"
Answer a survey about images and emotions
"
143837,97765,Jul 09 2020,"
Question-Answer Annotation-2
"
143838,136946,Jul 09 2020,"
Hms
"
143839,52121,Jul 09 2020,"
Safe Exploration Task
"
143840,90240,Jul 08 2020,"
Market Research Study on Book Publishing
"
143841,97110,Jul 08 2020,"
Quick survey(~ 3 minutes)
"
143842,100949,Jul 08 2020,"
Measuring reaction times
"
143843,114443,Jul 08 2020,"
Watch video clips and rate them. (WARNING: This HIT may contain adult content. Worker discretion is advised.)
"
143844,136944,Jul 08 2020,"
Find;High;Resolution;Image;of;Device
"
143845,90240,Jul 08 2020,"
5 min survey!; 7 min survey!
"
143846,90240,Jul 08 2020,"
Task 1; Task 2; Task 3; Task 4; Task 5
"
143847,114443,Jul 08 2020,"
Religiosity, Chronic Pain, &amp; Well-Being
"
143848,33279,Jul 08 2020,"
A survey about the credibility of consumer reviews
"
143849,123621,Jul 08 2020,"
Watch video clips and rate them. (WARNING: This HIT may contain adult content. Worker discretion is advised.)
"
143850,114443,Jul 08 2020,"
Research Survey on First Impressions! Pre-Screening Survey Required
"
143851,134754,Jul 08 2020,"
Upload 5-minute screencast of a MOBILE website
"
143852,122106,Jul 08 2020,"
US Consumer Grocery Shopping and Information Sharing Survey 1(~ 10 minutes)
"
143853,97110,Jul 08 2020,"
Research Survey (10 minutes)
"
143854,90240,Jul 08 2020,"
Collect Phone Numbers from Website
"
143855,106430,Jul 08 2020,"
Take a short high-school math quiz
"
143856,136942,Jul 08 2020,"
Answer a few high school math questions
"
143857,128154,Jul 08 2020,"
Safe Exploration Task
"
143858,97093,Jul 08 2020,"
Safe Exploration Task
"
143859,101567,Jul 08 2020,"
 Safe Exploration Task
"
143860,13973,Jul 08 2020,"
Cognitive Tasks!
"
143861,96716,Jul 08 2020,"
Safe Exploration Task
"
143862,57213,Jul 08 2020,"
Decision Making and Perceptions(~ 10 minutes)
"
143863,90240,Jul 08 2020,"
Decision Making and Perceptions(~ 10 minutes)
"
143864,135617,Jul 08 2020,"
Answer a survey about companies
"
143865,122106,Jul 08 2020,"
Decision Making and Perceptions(~ 10 minutes)
"
143866,97765,Jul 08 2020,"
Validating Work Scales
"
143867,113670,Jul 08 2020,"
Police Simulation Study Wave 1(~ 30 minutes)
"
143868,122106,Jul 08 2020,"
survey (~ 3 minutes)
"
143869,90240,Jul 08 2020,"
Your Perspective on COVID-19 and Society
"
143870,54920,Jul 08 2020,"
Answer a few high school math questions
"
143871,31284,Jul 08 2020,"
For KNITTERS - Knit a caston and upload photos of it
"
143872,135617,Jul 08 2020,"
Learning new words in a foreign language! 
"
143873,96716,Jul 08 2020,"
Watch video clips and rate them. (WARNING: This HIT may contain adult content. Worker discretion is advised.)
"
143874,35193,Jul 08 2020,"
Quick survey about childhood with lottery
"
143875,41390,Jul 08 2020,"
Evaluating Stress Management Tools - 1
"
143876,97765,Jul 08 2020,"
Answer a survey about restaurant environment/ambiance
"
143877,136935,Jul 08 2020,"
Take a short high-school math quiz
"
143878,39361,Jul 08 2020,"
Should the $600 unemployment insurance benefits be extended?
"
143879,17084,Jul 08 2020,"
Take a short high-school math quiz
"
143880,119915,Jul 08 2020,"
Movie Survey
"
143881,64700,Jul 08 2020,"
Short survey on Farmer's Markets(~ 15 minutes)
"
143882,16351,Jul 08 2020,"
Experiences and attitudes surrounding savings goals and methods (~10 mins)
"
143883,35193,Jul 08 2020,"
Short survey (~3 minutes to complete)(~ 3 minutes)
"
143884,13973,Jul 08 2020,"
Receipt Transcription Study -- See details  (7/9/19 - A) (YOU MAY ONLY COMPLETE 1 HIT IN THIS GROUP
"
143885,74522,Jul 08 2020,"
Answer a survey about social networks
"
143886,136929,Jul 08 2020,"
Should the $600 unemployment insurance benefits be extended?
"
143887,108934,Jul 08 2020,"
A survey about the credibility of consumer reviews
"
143888,133591,Jul 08 2020,"
Perceptions of COVID19 Protective Measures
"
143889,97765,Jul 08 2020,"
Social situations and perceptions(~ 8 minutes)
"
143890,35193,Jul 08 2020,"
COVID-19 Tweets Emotion Annotation
"
143891,80132,Jul 08 2020,"
Collect leadership information from company website
"
143892,97093,Jul 07 2020,"
Short (~7 minute) survey about your views of the world(~ 7 minutes)
"
143893,114443,Jul 07 2020,"
[Qual] Describe images of objects in language
"
143894,114443,Jul 07 2020,"
Answer a survey about motivations for living abroad.
"
143895,114443,Jul 07 2020,"
Answer a survey about your opinions 
"
143896,114443,Jul 07 2020,"
Opinions Survey
"
143897,114443,Jul 07 2020,"
What is your city?
"
143898,126023,Jul 07 2020,"
Academic Research Study with Bonus(~ 8 minutes)
"
143899,33279,Jul 07 2020,"
Synthesized speech rating (English native) - This may take around 10 minutes
"
143900,48883,Jul 07 2020,"
Answer a survey about your opinions
"
143901,122700,Jul 07 2020,"
Answer a survey about decision-making and current events
"
143902,40548,Jul 07 2020,"
Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
143903,51377,Jul 07 2020,"
Measuring reaction times
"
143904,132565,Jul 07 2020,"
Consumer shopping behavior survey
"
143905,115987,Jul 07 2020,"
Answer a telephone survey about your search to buy a house or condo 
"
143906,35193,Jul 07 2020,"
Answer a survey about a scenario at a car dealer
"
143907,35193,Jul 07 2020,"
Plausibility norming (about 15 minutes, paid $1.2)
"
143908,108834,Jul 07 2020,"
Complex Word Identification
"
143909,96716,Jul 07 2020,"
Answer a survey about purchase decision
"
143910,134754,Jul 07 2020,"
Behavioral Survey (5-15 minutes)(~ 6 minutes)
"
143911,13973,Jul 07 2020,"
Emotions, Relationships, Personality &amp; Politics(~ 25 minutes)
"
143912,134754,Jul 07 2020,"
?됪떓窯?&lt;8?녽뮓) ?®뇨鵝욜뵪?방옖??퍡(Apple Pay)?꾢썱榮졼귟?力ⓩ꼷竊싨쑍瘟껅윥餓끾렏?쀤릎?썹콑?꾥떦??Apple)?ⓩ댎?귚툗鵝쒐춸??"
143913,106430,Jul 07 2020,"
Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
143914,97093,Jul 07 2020,"
Shape Reaction Time Game(~ 30 minutes)
"
143915,97093,Jul 07 2020,"
10-15 minute survey about jobs and COVID
"
143916,97093,Jul 07 2020,"
13-15 min psychology study - make decisions(~ 13 minutes)
"
143917,113670,Jul 07 2020,"
Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
143918,97765,Jul 07 2020,"
Take part in a study to understand social media user behavior with misinformation
"
143919,114443,Jul 07 2020,"
Study about reading newsheadlines(~ 10 minutes)
"
143920,114443,Jul 07 2020,"
Slow motion R1 pretest(~ 2 minutes)
"
143921,114443,Jul 07 2020,"
Brief questionnaire on consumer lives, and purchasing decisions
"
143922,97765,Jul 07 2020,"
2-week longitudinal study on social science(~ 3 minutes)
"
143923,98616,Jul 07 2020,"
Shape reaction time game
"
143924,96716,Jul 07 2020,"
Answer a survey about individual differences and social attitudes
"
143925,136611,Jul 07 2020,"
10 minute decision study paying $1 plus the chance of a $4 bonus(~ 10 minutes)
"
143926,97765,Jul 07 2020,"
A Decision Making Survey  
"
143927,51482,Jul 07 2020,"
Research project - Attention to shapes(~ 45 minutes)
"
143928,132565,Jul 07 2020,"
Answer a survey about your WFH experience and the future of work
"
143929,114443,Jul 06 2020,"
Answer a survey about your opinions relating to the Coronavirus and Jury Service
"
143930,114443,Jul 06 2020,"
Political Scandal Survey(~ 15 minutes)
"
143931,57142,Jul 06 2020,"
Relaunch: Two week longitudinal study on online authentication: Earn $30 [for academic research, Android smartphone required]
"
143932,97110,Jul 06 2020,"
The Word Meaning Project
"
143933,96716,Jul 06 2020,"
Answer a survey about Social Media
"
143934,114443,Jul 06 2020,"
Academic Research Survey with Bonus(~ 8 minutes)
"
143935,136904,Jul 06 2020,"
Answer a survey about your opinions
"
143936,136902,Jul 06 2020,"
Work Experience and Task Performance
"
143937,121978,Jul 06 2020,"
Answer a survey about your opinions
"
143938,31284,Jul 06 2020,"
LIFE DURING COVID-19 (3-Phase Study)
"
143939,51906,Jul 06 2020,"
Answer a survey about a Voice Controlled Elevator
"
143940,48883,Jul 06 2020,"
Answer a survey about a Voice Controlled Elevator
"
143941,134379,Jul 06 2020,"
Data Entry (5 images; up to 13 fields) - WARNING: This HIT may contain adult content. Worker discretion is advised
"
143942,97093,Jul 06 2020,"
Jury Duty - The Kind You Get Paid For (AIE-2)(~ 32 minutes)
"
143943,117669,Jul 06 2020,"
Read controversial stories
"
143944,75180,Jul 06 2020,"
Opinions about yourself and general issues(~ 20 minutes)
"
143945,35193,Jul 06 2020,"
Answer a survey about your opinions
"
143946,13973,Jul 06 2020,"
Employee Response to Toxic Bosses
"
143947,13973,Jul 06 2020,"
Individual Variations in Producing Difficult Words
"
143948,35193,Jul 06 2020,"
Dartmouth College survey (~5-7 minutes)
"
143949,57213,Jul 06 2020,"
Dartmouth College survey (~5-7 minutes)
"
143950,101567,Jul 06 2020,"
Dartmouth College survey (~5-7 minutes)
"
143951,99487,Jul 06 2020,"
Dartmouth College survey (~5-7 minutes)
"
143952,13973,Jul 06 2020,"
20 Minute Survey ??Opinions about Sexually Explicit (i.e., Adult Content) or Other Photographs(~ 20 minutes)
"
143953,131321,Jul 06 2020,"
Consumer Studies(~ 17 minutes)
"
143954,114443,Jul 06 2020,"
Eligibility for Relational Adversity at Work study (2 minutes)
"
143955,11396,Jul 06 2020,"
Play a ~30 minute task and take quick surveys (total ~45 minutes)
"
143956,34904,Jul 06 2020,"
DECISION MAKING STUDY
"
143957,13973,Jul 06 2020,"
Personality Characteristics and Psychological Functioning
"
143958,48883,Jul 06 2020,"
Answer a survey about pictures  
"
143959,136171,Jul 06 2020,"
Covid-19 and individual finances
"
143960,136171,Jul 06 2020,"
Answer a 10 minute survey about beverages
"
143961,5601,Jul 06 2020,"
Consumer Study(~ 5 minutes)
"
143962,97765,Jul 06 2020,"
5 minute survey for $.60 (~5 minutes).
"
143963,40269,Jul 06 2020,"
Evaluate a survey about movies of projection mapping
"
143964,56780,Jul 06 2020,"
Watch the video and answer questions
"
143965,114443,Jul 05 2020,"
Answer a survey about what you think about the U.S. Congress 
"
143966,114443,Jul 05 2020,"
Bargaining Game within Network (15~25 minutes) + Bonuses 
"
143967,114443,Jul 05 2020,"
4-minute Survey
"
143968,114443,Jul 05 2020,"
Investigating Moral Judgments!(~ 5 minutes)
"
143969,136881,Jul 05 2020,"
Opinions on Social Policy
"
143970,136881,Jul 05 2020,"
Social Perceptions of Medical Decisions (~5 min)(~ 5 minutes)
"
143971,125546,Jul 05 2020,"
Answer a survey about Coronavirus disease
"
143972,90240,Jul 05 2020,"
Answer a survey about Plastic Surgery Before and After Results.
"
143973,45625,Jul 05 2020,"
Answer a survey about Coronavirus disease
"
143974,80721,Jul 05 2020,"
Survey about online reviews in the hotel industry
"
143975,31178,Jul 05 2020,"
Answer a short survey for social science research
"
143976,10866,Jul 05 2020,"
Visual Attention Task to Identify Shopping Related Behaviours - $7USD IF ELIGIBLE FOR MAIN STUDY!!!(~ 10 minutes)
"
143977,132565,Jul 05 2020,"
20-minute Stanford survey ($5.00)(~ 20 minutes)
"
143978,35193,Jul 05 2020,"
Answer a survey about your opinions
"
143979,104717,Jul 05 2020,"
checking game
"
143980,97765,Jul 05 2020,"
Survey about Virtual Travel 
"
143981,97765,Jul 05 2020,"
Survey about political decision-making
"
143982,107250,Jul 04 2020,"
Collect leadership information from company website
"
143983,97110,Jul 04 2020,"
a 6-minute survey about your opinions(~ 6 minutes)
"
143984,123806,Jul 04 2020,"
COVID-19 Information Search
"
143985,64700,Jul 04 2020,"
Communication Technology
"
143986,114443,Jul 04 2020,"
Research Survey
"
143987,114443,Jul 04 2020,"
Answer a survey about Continuing Care Retirement Communities (CCRC) service quality
"
143988,114443,Jul 04 2020,"
[Only take if you have ever been to a casino] 
"
143989,136881,Jul 04 2020,"
Understanding social class mobility(~ 10 minutes)
"
143990,135684,Jul 04 2020,"
Collect leadership information from company website
"
143991,117943,Jul 04 2020,"
Answer a survey about email marketing
"
143992,97765,Jul 04 2020,"
Bargaining Game within Network (15~25 minutes) + Bonuses
"
143993,97765,Jul 04 2020,"
Watch the video and answer questions
"
143994,120452,Jul 04 2020,"
Checking Game
"
143995,122106,Jul 04 2020,"
A 15 mins study that invites you to create your mug (photos provided)(~ 15 minutes)
"
143996,72731,Jul 04 2020,"
Survey on consumer behavior (DON'T PARTICIPATE MORE THAN ONCE)
"
143997,122106,Jul 04 2020,"
Two Part Study: Employee Perceptions(~ 15 minutes)
"
143998,24177,Jul 04 2020,"
2020-06-14_MLRPT_Sent
"
143999,24177,Jul 04 2020,"
 Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
144000,56780,Jul 04 2020,"
30 minute survey about your experiences at work and in daily life
"
144001,98193,Jul 04 2020,"
Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
144002,97765,Jul 04 2020,"
Evaluate a few products for us.
"
144003,97765,Jul 04 2020,"
The Word Meaning Project
"
144004,72731,Jul 04 2020,"
Watch a video and answer questions (~5 minutes)
"
144005,122106,Jul 04 2020,"
Consumer Research 200704K(~ 2 minutes)
"
144006,97765,Jul 04 2020,"
Psychology experiment: 30 minutes
"
144007,96716,Jul 04 2020,"
Answer a survey about Coronavirus disease
"
144008,48737,Jul 04 2020,"
4-minute Survey
"
144009,136865,Jul 04 2020,"
This survey seeks responses from online consumers who were specifically born during 1961-1964 or during 1994-1997
"
144010,128154,Jul 03 2020,"
visit site view survey offers u.s. resident only
"
144011,47126,Jul 03 2020,"
 Copy Editing (WARNING: This HIT may contain adult content. Worker discretion is advised.)
"
144012,97110,Jul 03 2020,"
Social Cognition in Society(~ 20 minutes)
"
144013,114443,Jul 03 2020,"
7-8 min psychology study(~ 8 minutes)
"
144014,64700,Jul 03 2020,"
Rural Young Adult (18-25) Mental Health and Help-Seeking
"
144015,63839,Jul 03 2020,"
4-minute Survey
"
144016,133644,Jul 03 2020,"
What's your opinion of the photos in this real estate listing?
"
144017,114443,Jul 03 2020,"
Coping, Attachment, &amp; Trauma Study(~ 5 minutes);Coping, Attachment, &amp; Trauma Study Baseline(~ 20 minutes)
"
144018,49146,Jul 03 2020,"
Survey about financial app features. Under 10 minutes. 
"
144019,122106,Jul 03 2020,"
Brief Survey(~ 2 minutes)
"
144020,9465,Jul 03 2020,"
Coping with COVID-19 Follow-Up Survey(~ 20 minutes)
"
144021,9465,Jul 03 2020,"
Image Classification of Digits
"
144022,10866,Jul 03 2020,"
Signatures(~ 4 minutes)
"
144023,10866,Jul 03 2020,"
Illness Disclosure in the Workplace (~ 10 minutes)
"
144024,130647,Jul 03 2020,"
Decision-Making Task(~ 8 minutes)
"
144025,99611,Jul 03 2020,"
Public Interest ~18 mins
"
144026,10866,Jul 03 2020,"
Find the website for a company
"
144027,99611,Jul 03 2020,"
Survey on Attitudes and Preferences!(~ 4 minutes)
"
144028,128154,Jul 03 2020,"
Complete a brief survey (~1 minute) on your demographics with an opportunity for a bonus!(~1 minutes)
"
144029,56633,Jul 03 2020,"
Reading English Sentences (total time: 50-60 mins) $8.00
"
144030,56633,Jul 03 2020,"
Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
144031,97765,Jul 03 2020,"
Answer a short survey about snacks and about yourself(~ 3 minutes)
"
144032,122301,Jul 03 2020,"
Answer a survey about social media information sharing
"
144033,63254,Jul 03 2020,"
Answer a survey about social media information sharing
"
144034,97765,Jul 03 2020,"
03-07-2020(~ 5 minutes)
"
144035,48737,Jul 03 2020,"
Individual differences and COVID-19(~ 15 minutes)
"
144036,96716,Jul 03 2020,"
Short survey: evaluating product reviews(~ 5 minutes)
"
144037,35216,Jul 03 2020,"
Take a short high-school math quiz
"
144038,122106,Jul 03 2020,"
(2-3 min) A quick survey about consumer preference.(~ 3 minutes)
"
144039,63597,Jul 03 2020,"
Product nutrition labeling, batch1 (2020-06-18 14:30) N581
"
144040,97765,Jul 03 2020,"
Survey about food security/access
"
144041,133711,Jul 03 2020,"
Named Entity Recognition on Customer Service chats
"
144042,136804,Jul 03 2020,"
Answer a survey about social media information sharing
"
144043,97765,Jul 03 2020,"
Spider questionnaire(~ 5 minutes)
"
144044,97110,Jul 03 2020,"
Spider questionnaire(~ 5 minutes)
"
144045,52121,Jul 03 2020,"
Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
144046,136277,Jul 02 2020,"
Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
144047,113751,Jul 02 2020,"
Attitudes, Behaviours, and Thoughts Survey Part 1 of 5
"
144048,114443,Jul 02 2020,"
Complete an interesting academic research study! (12-15 minutes)(~ 12 minutes)
"
144049,56633,Jul 02 2020,"
Answer a survey about your perspective on COVID $1.50
"
144050,133644,Jul 02 2020,"
Are these sentences relevant to the given topic?
"
144051,96453,Jul 02 2020,"
Answer a survey about your perspective on COVID
"
144052,105651,Jul 02 2020,"
Answer a survey about your opinions
"
144053,97765,Jul 02 2020,"
'like' a piece of content - US only
"
144054,43412,Jul 02 2020,"
Answer a 10 minute survey about beverages
"
144055,122106,Jul 02 2020,"
Data entry task ($1.50 completion fee + bonus payment)
"
144056,115987,Jul 02 2020,"
Assessing the Impact of COVID-19 Containment Measures(~ 50 minutes)
"
144057,122106,Jul 02 2020,"
Study on Consumer Behavior(~ 3 minutes)
"
144058,60683,Jul 02 2020,"
Short (4 min) academic study about consumer behavior
"
144059,13973,Jul 02 2020,"
Answer a survey about your experience during video-conferencing for work
"
144060,72006,Jul 02 2020,"
News Notifications (WARNING: This HIT may contain adult content. Worker discretion is advised.)	
"
144061,98008,Jul 02 2020,"
 Answer a quick survey about your browsing habits and use of tabs.
"
144062,136495,Jul 02 2020,"
Word Games (30min or less)
"
144063,97765,Jul 02 2020,"
Participate in an Online-Study about Workplace Behavior
"
144064,114443,Jul 02 2020,"
NotBoring Newsletter
"
144065,64700,Jul 02 2020,"
Answer a quick survey about your browsing habits and use of tabs. 
"
144066,14515,Jul 02 2020,"
Answer a quick survey about your browsing habits and use of tabs. 
"
144067,111787,Jul 02 2020,"
Answer a quick survey about your browsing habits and use of tabs. 
"
144068,122106,Jul 02 2020,"
People's thoughts and feelings(~ 3 minutes)
"
144069,128154,Jul 02 2020,"
Answer a quick survey about your browsing habits and use of tabs.
"
144070,122106,Jul 02 2020,"
Watch, rate, and work with e-learning tutorials. More than 95% of all workers receive a bonus.  (~ 35 minutes)
"
144071,103420,Jul 02 2020,"
Answer a survey about your opinions on sustainable products and consumption
"
144072,97765,Jul 02 2020,"
!!! OPEN IMMEDIATELY !!! 15 minutes interactive experiment ($1,20 + chance at $15-$25 bonus) 
"
144073,105200,Jul 02 2020,"
Answer a quick survey about your browsing habits and use of tabs. 
"
144074,16963,Jul 02 2020,"
Answer a quick survey about your browsing habits and use of tabs. 
"
144075,10866,Jul 02 2020,"
Survey about your opinions(~ 20 minutes)
"
144076,101567,Jul 02 2020,"
 Answer a quick survey about your browsing habits and use of tabs.
"
144077,103420,Jul 02 2020,"
Answer a quick survey about your browsing habits and use of tabs.
"
144078,30176,Jul 02 2020,"
Survey about your opinions(~ 20 minutes)
"
144079,35193,Jul 02 2020,"
Survey about your opinions(~ 20 minutes)
"
144080,30176,Jul 02 2020,"
Answer a survey about your opinions about individuals' behaviors on social media
"
144081,132565,Jul 02 2020,"
Short Survey (~15 min)!(~ 15 minutes)
"
144082,114443,Jul 01 2020,"
Governing Negative Emissions Technology(~ 15 minutes)
"
144083,49464,Jul 01 2020,"
Answer a survey about  the use of technology and sleep disorders in the U.S.
"
144084,88912,Jul 01 2020,"
Survey on your life during COVID pandemic - $10 for ~45 minutes
"
144085,49028,Jul 01 2020,"
5 - 8 min: Share feedback about what's important to when driving at night.
"
144086,97110,Jul 01 2020,"
Survey about your info preferences for local business practices that are currently
"
144087,63597,Jul 01 2020,"
Hospital Donation Link
"
144088,97765,Jul 01 2020,"
Answer a survey about consumers' values and food preferences (15-20 minutes)
"
144089,33279,Jul 01 2020,"
Interpretation of offender risk assessment(~ 20 minutes)
"
144090,122106,Jul 01 2020,"
Answer a survey about your opinions
"
144091,122106,Jul 01 2020,"
Sentence Sleuth: Rate the word! (~ 10 minutes)
"
144092,122106,Jul 01 2020,"
Political Scandal Survey(~ 15 minutes)
"
144093,122106,Jul 01 2020,"
Typing Abilities/General Well-Being and Prosocial Behavior(~ 20 minutes)
"
144094,122106,Jul 01 2020,"
Game Preferences(~ 11 minutes)
"
144095,122106,Jul 01 2020,"
Impressions of Others
"
144096,99611,Jul 01 2020,"
Consumer Study(~ 15 minutes)
"
144097,136644,Jul 01 2020,"
Consumer Study (~15 minutes)
"
144098,132004,Jul 01 2020,"
Answer a survey about email marketing
"
144099,10866,Jul 01 2020,"
When You Don?셳 Tell People Your Negative Feelings: A Short Survey(~ 20 minutes)
"
144100,97765,Jul 01 2020,"
Answer a survey after downloading and using a phone app
"
144101,83058,Jul 01 2020,"
Collect company's profiles from Better Business Bureau
"
144102,122301,Jul 01 2020,"
What's your favorite food? How much do you want it? A study of food preference and related decisions(~ 60 minutes)
"
144103,32496,Jul 01 2020,"
Money Decisions(~ 20 minutes)
"
144104,74522,Jul 01 2020,"
Quick academic survey!(~ 3 minutes)
"
144105,10866,Jul 01 2020,"
Consumer shopping behavior survey
"
144106,13973,Jul 01 2020,"
Funny Women 
"
144107,74522,Jul 01 2020,"
Online shopping(~ 10 minutes)
"
144108,35193,Jul 01 2020,"
chatbot experiment
"
144109,103420,Jul 01 2020,"
Preventive behaviors, well-being, and expectations during COVID-19
"
144110,114443,Jul 01 2020,"
What is the most you would be willing to spend for canvas print?
"
144111,114443,Jul 01 2020,"
Survey (~ 15 minutes)
"
144112,92757,Jul 01 2020,"
What's your favorite food? How much do you want it? A study of food preference and related decisions(~ 60 minutes)
"
144113,40269,Jul 01 2020,"
Decision experiment
"
